Date,Feature,Regime,IC,PValue,N_Stocks
2014-06-03,EMA_S,SIDEWAYS,-0.23839009287925697,0.340779724454077,18
2014-06-03,EMA_M,SIDEWAYS,-0.23839009287925697,0.340779724454077,18
2014-06-04,Return,SIDEWAYS,-0.2507739938080495,0.31551339595948574,18
2014-06-04,Log_Return,SIDEWAYS,-0.2507739938080495,0.31551339595948574,18
2014-06-04,MA10,SIDEWAYS,0.5913312693498451,0.009747493195938688,18
2014-06-04,EMA10,SIDEWAYS,0.5913312693498451,0.009747493195938688,18
2014-06-04,Price_to_MA10,SIDEWAYS,-0.15170278637770898,0.5479006675946312,18
2014-06-04,MA20,SIDEWAYS,0.5830753353973168,0.011092443619541665,18
2014-06-04,EMA20,SIDEWAYS,0.5830753353973168,0.011092443619541665,18
2014-06-04,Price_to_MA20,SIDEWAYS,-0.4716202270381837,0.04816897678955323,18
2014-06-04,MA50,SIDEWAYS,0.5933952528379773,0.00943261527195847,18
2014-06-04,EMA50,SIDEWAYS,0.5933952528379773,0.00943261527195847,18
2014-06-04,Price_to_MA50,SIDEWAYS,-0.44685242518059853,0.06301029106386723,18
2014-06-04,MA200,SIDEWAYS,0.5933952528379773,0.00943261527195847,18
2014-06-04,EMA200,SIDEWAYS,0.5933952528379773,0.00943261527195847,18
2014-06-04,Price_to_MA200,SIDEWAYS,-0.5459236326109391,0.019092729509875183,18
2014-06-04,ATR_14,SIDEWAYS,0.48194014447884415,0.0428358312469992,18
2014-06-04,Momentum_ATR,SIDEWAYS,-0.27347781217750256,0.2721726853194866,18
2014-06-04,Momentum_Vol,SIDEWAYS,0.10629514963880288,0.6746395315456968,18
2014-06-04,Reversal,SIDEWAYS,0.16408668730650156,0.5152947310342115,18
2014-06-04,RSI,SIDEWAYS,-0.4262125902992776,0.07778293683965698,18
2014-06-04,MACD,SIDEWAYS,-0.28586171310629516,0.25016959354548063,18
2014-06-04,MACD_Signal,SIDEWAYS,-0.2776057791537668,0.26470972815378374,18
2014-06-04,MACD_Hist,SIDEWAYS,-0.15170278637770898,0.5479006675946312,18
2014-06-04,BB_Z10,SIDEWAYS,-0.038183694530443756,0.8804304907652736,18
2014-06-04,BB_Z20,SIDEWAYS,-0.4654282765737873,0.05160161200071702,18
2014-06-04,BB_Z50,SIDEWAYS,-0.38493292053663575,0.11470802686534463,18
2014-06-04,BB_Z200,SIDEWAYS,-0.40144478844169246,0.09869191321215517,18
2014-06-04,Close_Lag1,SIDEWAYS,0.5913312693498451,0.009747493195938688,18
2014-06-04,Close_Lag2,SIDEWAYS,0.5913312693498451,0.009747493195938688,18
2014-06-04,Close_Lag3,SIDEWAYS,0.5913312693498451,0.009747493195938688,18
2014-06-04,Close_Lag5,SIDEWAYS,0.6222910216718266,0.005818551360831045,18
2014-06-04,Return_Lag1,SIDEWAYS,-0.2507739938080495,0.31551339595948574,18
2014-06-04,Return_Lag2,SIDEWAYS,0.17440660474716205,0.48883870995933687,18
2014-06-04,Return_Lag3,SIDEWAYS,0.029927760577915376,0.9061604960497216,18
2014-06-04,Return_Lag5,SIDEWAYS,0.2198142414860681,0.3807953913501375,18
2014-06-04,Return_Lag10,SIDEWAYS,0.1826625386996904,0.46816133789331504,18
2014-06-04,Trend_Strength,SIDEWAYS,-0.6037151702786379,0.007978467211182616,18
2014-06-04,EMA_Spread,SIDEWAYS,-0.5376676986584108,0.021371414657806453,18
2014-06-04,Volume_Change,SIDEWAYS,-0.2631578947368421,0.29139239227836833,18
2014-06-04,Volume_MA,SIDEWAYS,-0.09391124871001032,0.7108992592881785,18
2014-06-04,Volume_Ratio,SIDEWAYS,-0.4303405572755417,0.07464277608599114,18
2014-06-04,ATR,SIDEWAYS,0.5252837977296182,0.02518359155961345,18
2014-06-04,Gap,SIDEWAYS,-0.22187822497420018,0.3762254210655622,18
2014-06-04,High_20,SIDEWAYS,0.5995872033023736,0.008536698768223001,18
2014-06-04,Low_20,SIDEWAYS,0.5933952528379773,0.00943261527195847,18
2014-06-04,Range_Position,SIDEWAYS,-0.43653250773993807,0.07010903657780519,18
